critic,fresh,imdb,link,publication,quote,review_date,rtid,title
Jay Boyar,fresh,0099763,http://articles.orlandosentinel.com/1990-09-21/entertainment/9009200425_1_henry-michael-rooker-serial-killer,Orlando Sentinel,The film is an honest and disturbing attempt to come to grips with the sort of modern horror that we must -- more urgently every day -- try to understand.,2013-08-12 00:00:00,202623137,Henry: Portrait of a Serial Killer
Desmond Ryan,fresh,0099763,http://articles.philly.com/1990-06-22/entertainment/25915101_1_john-mcnaughton-serial-killer-henry-lee-lucas,Philadelphia Inquirer,The difference between John McNaughton's incredibly chilling film and the usual serving of screen carnage is the difference between the mind of a murderer and the cynical and manipulative depiction of mindless murder.,2013-08-12 00:00:00,202623137,Henry: Portrait of a Serial Killer
Terrence Rafferty,rotten,0099763,http://www.newyorker.com/arts/reviews/film/henry_portrait_of_a_serial_killer_mcnaughton,New Yorker,"Sure, it's compelling; the nature of the material guarantees that. But it doesn't seem to be telling us much more than that the world is a scary place and murder is ugly. We knew those things. This is tabloid chic.",2013-08-12 00:00:00,202623137,Henry: Portrait of a Serial Killer
Sheila Benson,fresh,0099763,http://articles.latimes.com/1990-04-18/entertainment/ca-1136_1_serial-killer,Los Angeles Times,Henry: Portrait of a Serial Killer is as fine a film as it is a brutally disturbing one.,2013-08-12 00:00:00,202623137,Henry: Portrait of a Serial Killer
Dave Kehr,fresh,0099763,http://articles.chicagotribune.com/1989-04-14/entertainment/8904040164_1_serial-killer-henry-slasher-film,Chicago Tribune,"McNaughton's direction combines a strict social realism with a cool, Fritz Langian sense of pre-determination, while his work with actors has the improvisational freshness of a John Cassavetes.",2013-08-12 00:00:00,202623137,Henry: Portrait of a Serial Killer
Jonathan Rosenbaum,fresh,0099763,http://www.jonathanrosenbaum.com/?p=7569,Chicago Reader,"Certainly not for everyone, but if slasher movies are your cup of tea this is a lot better than most, and the use of Chicago locations is especially effective.",2008-10-20 00:00:00,202623137,Henry: Portrait of a Serial Killer
Daniel M. Kimmel,fresh,0099763,http://www.variety.com/review/VE1117791605.html?categoryid=31&cs=1,Variety,[T]his is a movie that will anger and frighten audiences... Many will also find this one of the most impressive film debuts of the '80s.,2007-04-16 00:00:00,202623137,Henry: Portrait of a Serial Killer
,fresh,0099763,http://www.timeout.com/film/reviews/71937/henry-portrait_of_a_serial_killer.html,Time Out,McNaughton's compelling study of a blithe sociopath makes the flesh crawl and the mind reel.,2006-06-24 00:00:00,202623137,Henry: Portrait of a Serial Killer
Caryn James,fresh,0099763,http://movies.nytimes.com/movie/review?res=9C0CEEDD143EF930A15750C0A966958260&partner=Rotten Tomatoes,New York Times,Mr. McNaughton's observations are so chilling and precise that they gain some artistic stature even when they cross the line that makes the audience voyeurs and accomplices.,2003-05-20 00:00:00,202623137,Henry: Portrait of a Serial Killer
Roger Ebert,fresh,0099763,http://www.rogerebert.com/reviews/henry-portrait-of-a-serial-killer-1990,Chicago Sun-Times,A low-budget tour de force that provides an unforgettable portrait of the pathology of a man for whom killing is not a crime but simply a way of passing time and relieving boredom.,2000-01-01 00:00:00,202623137,Henry: Portrait of a Serial Killer
Hal Hinson,rotten,0099763,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/henryportraitofaserialkillernrhinson_a0a96b.htm,Washington Post,"The emptiness in Henry seems like an artistic convenience or, worse, an evasion. What we suspect, finally, is that the deficiencies belong more to the artist than to his subject.",2000-01-01 00:00:00,202623137,Henry: Portrait of a Serial Killer
Owen Gleiberman,fresh,0099763,"http://www.ew.com/ew/article/0,,317181,00.html",Entertainment Weekly,"The fact that Henry is affectless on the surface but commits exploitation-movie mayhem on the side is, by now, less an unsettling revelation than a rote banality.",1986-09-24 00:00:00,202623137,Henry: Portrait of a Serial Killer
Emanuel Levy,fresh,0119517,http://www.emanuellevy.com/review/your-friends-neighbors-3/,Variety,"This honorable follow-up to LaBute's stunning debut, In the Company of Men, which also dissects sexual politics, is well acted by the entire ensemble.",2009-03-26 00:00:00,15892,Your Friends & Neighbors
John Haslett Cuff,fresh,0119517,http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19980828/TAFREN,Globe and Mail,"It is superbly executed and, for all its pitilessness, it's an intelligent dramatization of the impact that consumerist values have had on the psyche of the North American middle class at the end of the 20th century.",2003-04-25 00:00:00,15892,Your Friends & Neighbors
James Berardinelli,fresh,0119517,http://www.reelviews.net/php_review_template.php?identifier=1587,ReelViews,"It's refreshing to see a movie like this -- something that's edgy and entertaining, and doesn't try to appeal to 'the masses.'",2000-01-01 00:00:00,15892,Your Friends & Neighbors
,fresh,0119517,"http://www.ew.com/ew/article/0,,63680,00.html",Entertainment Weekly,"Bleak, scathing, and utterly compelling!",2000-01-01 00:00:00,15892,Your Friends & Neighbors
Jeff Millar,fresh,0119517,http://cg.zip2.com/houstonchronicle/scripts/staticpage.dll?only=y&spage=AE/movies/movies_details.htm&id=17054&ck=7904787&ver=cg0.1,Houston Chronicle,Hilarious!,2000-01-01 00:00:00,15892,Your Friends & Neighbors
Kenneth Turan,rotten,0119517,http://www.calendarlive.com/movies/reviews/cl-movie980821-1.story,Los Angeles Times,Confuses a kind of juvenile titillation with insight and treats the ability to make audiences squirm as a pinnacle of film art.,2000-01-01 00:00:00,15892,Your Friends & Neighbors
Roger Ebert,fresh,0119517,http://www.rogerebert.com/reviews/your-friends-and-neighbors-1998,Chicago Sun-Times,LaBute's Your Friends and Neighbors is to In the Company of Men as Quentin Tarantino's Pulp Fiction was to Reservoir Dogs.,2000-01-01 00:00:00,15892,Your Friends & Neighbors
J. Hoberman,fresh,0119517,http://www.villagevoice.com/issues/9834/hoberman.php,Village Voice,A fascinatingly mean-spirited erotic comedy set in a realm of self-absorbed fantasy and overdetermined intergender misunderstanding.,2000-01-01 00:00:00,15892,Your Friends & Neighbors
Paul Tatara,rotten,0119517,http://www.cnn.com/SHOWBIZ/Movies/9809/09/review.friendsneighbors/index.html,CNN.com,"The entire thing, from beginning to end, can be boiled down into a three word sentence: 'I hate people.'",2000-01-01 00:00:00,15892,Your Friends & Neighbors
Joe Baltake,fresh,0119517,http://www.movieclub.com/reviews/archives/98yourfriends/yourfriends.html,Sacramento Bee,"The film's star is LaBute, a genuine modern movie auteur who ventures behind the tantalizing blurbs on the covers of those trendy men's and women's magazines to find miserable, unhappy people.",2000-01-01 00:00:00,15892,Your Friends & Neighbors
Janet Maslin,fresh,0119517,http://www.nytimes.com/library/film/081998friends-film-review.html,New York Times,"The web of lies, failures and brutal revelations here is strong stuff, and it's the work of an original filmmaker who takes no prisoners.",2000-01-01 00:00:00,15892,Your Friends & Neighbors
Mick LaSalle,rotten,0119517,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1998/08/21/DD55657.DTL,San Francisco Chronicle,Full of empty provocation!,2000-01-01 00:00:00,15892,Your Friends & Neighbors
Geoff Andrew,rotten,0124595,http://www.timeout.com/film/reviews/76677/return_to_paradise.html,Time Out,"It's a painful prospect, to be sure, and Sheriff, in particular, insists he's no hero, but the next hour or so of handwringing conjures little suspense.",2006-06-24 00:00:00,16586,Return to Paradise
Kenneth Turan,rotten,0124595,"http://www.calendarlive.com/movies/reviews/cl-movie980813-3,0,6530432.story",Los Angeles Times,"If it's to be experienced at all, Return to Paradise is best seen as a lively piece of pulp, not a profound exploration of the vagaries of the human soul.",2001-02-14 00:00:00,16586,Return to Paradise
Janet Maslin,fresh,0124595,http://movies.nytimes.com/movie/review?res=9905E1DF133AF937A2575BC0A96E958260&partner=Rotten Tomatoes,New York Times,"Though the clock ticks relentlessly enough to sustain the story's tension, the film finally seems to be a character study in search of a gripping plot.",2000-01-01 00:00:00,16586,Return to Paradise
Bob Graham,fresh,0124595,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/01/22/DD59949.DTL,San Francisco Chronicle,"The real discovery ... is Vince Vaughn, who didn't make as much of a splash in Jurassic Park: The Lost World as he was expected to. Now he does.",2000-01-01 00:00:00,16586,Return to Paradise
Paul Tatara,rotten,0124595,http://www.cnn.com/SHOWBIZ/Movies/9808/24/review.paradise/index.html,CNN.com,"This is a major example of a good idea, one that could have worked, being submitted to a Hollywood tag-team makeover.",2000-01-01 00:00:00,16586,Return to Paradise
James Berardinelli,fresh,0124595,http://www.reelviews.net/movies/r/return_paradise.html,ReelViews,"The best performance in the film belongs to Anne Heche, who continues to impress with her range. Her work here is passionate, and she effectively conveys the inner conflict of a woman whose divided loyalties tear at her soul.",2000-01-01 00:00:00,16586,Return to Paradise
Roger Ebert,fresh,0124595,http://www.rogerebert.com/reviews/return-to-paradise-1998,Chicago Sun-Times,"Like Sheriff and Tony, we're pulled both ways by the story: We want them to go back and save Lewis, but we're not exactly sure we'd do the same. That's the Prisoner's Dilemma in a nutshell.",2000-01-01 00:00:00,16586,Return to Paradise
Lisa Alspector,rotten,0120611,http://onfilm.chicagoreader.com/movies/capsules/16770_BLADE_NORRINGTON,Chicago Reader,Hopelessly dated before its release.,2007-04-18 00:00:00,13110,Blade
Dennis Harvey,rotten,0120611,http://www.variety.com/review/VE1117477772.html?categoryid=31&cs=1,Variety,"Though slick and diverting in some aspects, increasingly silly pic has trouble meshing disparate elements -- horror, superhero fantasy, straight-up action -- into a workable whole.",2007-04-18 00:00:00,13110,Blade
,rotten,0120611,http://www.timeout.com/film/reviews/67974/blade.html,Time Out,"An attempt to redefine cutting edge horror, this techno-vampire pic is spoiled by the same weak storytelling and flashy, computer game visuals.",2006-06-24 00:00:00,13110,Blade
Liam Lacey,rotten,0120611,http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19980822/TABLAD,Globe and Mail,"There are lots of stunts, chase sequences and so much computer morphing that the effects house must have been offering it at discount.",2002-04-12 00:00:00,13110,Blade
Tom Long,rotten,0120611,http://data.detnews.com/movies/details.hbs?myrec=620,Detroit News,"Lots of exploding heads and oceans of blood, moves fast and with no discernible meaning but looks good.",2000-01-01 00:00:00,13110,Blade
Paul Tatara,rotten,0120611,http://www.cnn.com/SHOWBIZ/Movies/9809/02/review.blade/index.html,CNN.com,"My question is, if audiences are trying so desperately to escape whatever's got them all worked up in their daily lives, how is this any better?",2000-01-01 00:00:00,13110,Blade
Owen Gleiberman,rotten,0120611,"http://www.ew.com/ew/article/0,,284678,00.html",Entertainment Weekly,The sort of glittering trash pile that makes you dread the words comic-book movie.,2000-01-01 00:00:00,13110,Blade
Mick LaSalle,fresh,0120611,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1998/12/25/DD14016.DTL,San Francisco Chronicle,"Big as it is, Blade is meticulous and subtle, not just in its camera technique but in the way it works its themes and creates a mood.",2000-01-01 00:00:00,13110,Blade
Stephen Holden,rotten,0120611,http://movies.nytimes.com/movie/review?res=9D00E3DB133DF932A1575BC0A96E958260&partner=Rotten Tomatoes,New York Times,A cartoonish futuristic action-adventure yarn.,2000-01-01 00:00:00,13110,Blade
James Berardinelli,rotten,0120611,http://www.reelviews.net/php_review_template.php?identifier=1442,ReelViews,"Blade has the capacity to dazzle, but it also will leave many viewers dissatisfied.",2000-01-01 00:00:00,13110,Blade
Roger Ebert,fresh,0120611,http://www.rogerebert.com/reviews/blade-1998,Chicago Sun-Times,Pure visceral imagery.,2000-01-01 00:00:00,13110,Blade
Charles Taylor,fresh,0120611,http://www.salon.com/ent/movies/reviews/1998/08/20review.html,Salon.com,The fight scenes -- particularly Blade's first appearance -- are undeniably exciting.,2000-01-01 00:00:00,13110,Blade
,rotten,0120611,http://www.chron.com/cs/CDA/moviestory.hts/ae/movies/reviews/1303108,Houston Chronicle,"Sultry, silly story!",2000-01-01 00:00:00,13110,Blade
Joe Baltake,rotten,0120611,http://www.movieclub.com/reviews/archives/98blade/blade.html,Sacramento Bee,A variation on Schwarzenegger's The Terminator!,2000-01-01 00:00:00,13110,Blade
Leonard Klady,fresh,0120576,http://www.variety.com/review/VE1117477592.html?categoryid=31&cs=1,Variety,"The real creative opportunities lie in visual and choreographic options, and Haines doesn't miss a beat in either department.",2008-06-17 00:00:00,10407,Dance with Me
Charlotte O'Sullivan,rotten,0120576,http://www.timeout.com/film/reviews/64911/dance_with_me.html,Time Out,The use of Plowright as a middle-aged frump wanting to get in on the sexy action is deeply patronizing.,2006-01-26 00:00:00,10407,Dance with Me
Moira MacDonald,rotten,0120576,http://community.seattletimes.nwsource.com/archive/?slug=2767660&date=19980821,Seattle Times,"What is it about dance, that most joyous of arts, that inspires so many bad movies?",2003-12-31 00:00:00,10407,Dance with Me
Liam Lacey,rotten,0120576,http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19980822/TADANC,Globe and Mail,"Although the movie bubbles occasionally, it never boils.",2002-04-12 00:00:00,10407,Dance with Me
